Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,2.621555,2.854008,2.466586,2.847551,0.788205,102185119
1985-02-01,2.841094,3.073547,2.834637,2.847551,0.797022,68216333
1985-03-01,2.847551,3.131660,2.821723,3.002520,0.840397,53770840
1985-04-01,3.002520,3.034805,2.718410,2.724867,0.762683,62302238
1985-05-01,2.737781,3.131660,2.686125,3.099375,0.875892,94997219
1985-06-01,3.112289,3.306000,2.944406,3.286629,0.928810,55209194
1985-07-01,3.273715,3.286629,2.879836,2.931492,0.828447,52216334
1985-08-01,2.918578,2.950863,2.847551,2.937949,0.837871,23658317
1985-09-01,2.937949,3.189773,2.886293,3.176859,0.906005,53389476
1985-10-01,3.176859,3.370570,3.138117,3.189773,0.909689,101745672
1985-11-01,3.176859,3.577195,3.073547,3.073547,0.884356,55879006
1985-12-01,3.086461,3.247887,2.937949,3.157488,0.908509,44707077
1986-01-01,3.151031,3.273715,2.918578,3.189773,0.917798,46058320
1986-02-01,3.196230,3.622395,3.105832,3.577195,1.038908,54765881
1986-03-01,3.577195,4.145414,3.551367,3.835477,1.113921,99732365
1986-04-01,3.822563,3.900047,3.551367,3.609480,1.048284,56115184
1986-05-01,3.596566,4.022730,3.564281,4.003359,1.171957,53772777
1986-06-01,4.016273,4.326211,3.829020,4.287469,1.255129,46203509
1986-07-01,4.293926,4.597406,4.113129,4.468266,1.308055,57214761
1986-08-01,4.494094,4.687805,4.390781,4.481180,1.320717,45603390
1986-09-01,4.468266,4.507008,3.861305,4.087301,1.204631,81995887
1986-10-01,4.074387,4.610320,3.996902,4.558664,1.343554,78522929
1986-11-01,4.558664,4.894430,4.029188,4.610320,1.369894,57452874
1986-12-01,4.597406,4.623234,4.209984,4.455352,1.323847,49121837
1987-01-01,4.442438,5.152711,4.442438,4.971914,1.477336,57744221
1987-02-01,4.971914,5.359336,4.855688,5.217281,1.561601,33146037
1987-03-01,5.256023,5.617617,5.139797,5.268938,1.577063,46852026
1987-04-01,5.191453,5.449734,4.442438,4.687805,1.403122,51116757
1987-05-01,4.661977,5.785500,4.610320,5.578875,1.680170,95703811
1987-06-01,5.656359,6.082523,5.462648,5.746758,1.730731,59362614
1987-07-01,5.733844,5.992125,5.398078,5.914641,1.781292,45956685
1987-08-01,5.888813,6.418289,5.656359,6.043781,1.833338,57393830
1987-09-01,6.043781,6.121266,5.514305,5.992125,1.817668,44620932
1987-10-01,5.992125,6.121266,4.209984,5.062313,1.535618,88504296
1987-11-01,5.062313,5.088141,4.442438,4.545750,1.378921,41278644
1987-12-01,4.571578,5.191453,4.287469,5.126883,1.555203,64337809
1988-01-01,5.101055,5.449734,4.881516,5.191453,1.574791,49484813
1988-02-01,5.204367,5.294766,4.920258,5.191453,1.587588,38200604
1988-03-01,5.217281,5.307680,4.752375,4.907344,1.500704,64462674
1988-04-01,4.855688,5.088141,4.700719,4.804031,1.469110,48724018
1988-05-01,4.804031,4.868602,4.455352,4.868602,1.501501,46088325
1988-06-01,4.894430,5.062313,4.713633,4.842773,1.493536,52022748
1988-07-01,4.765289,4.946086,4.636148,4.907344,1.513449,39684454
1988-08-01,4.946086,5.281852,4.920258,5.139797,1.601194,53023594
1988-09-01,5.139797,5.333508,5.023570,5.320594,1.657517,33234117
1988-10-01,5.268938,5.992125,5.243109,5.565961,1.733956,62807502
1988-11-01,5.565961,5.682188,5.062313,5.398078,1.697144,27306475
1988-12-01,5.410992,5.475563,5.178539,5.359336,1.684963,28025649
1989-01-01,5.359336,5.772586,5.204367,5.772586,1.814890,45627588
1989-02-01,5.772586,5.940469,5.540133,5.695102,1.807140,35792378
