Date,Open,High,Low,Close,Adj Close,Volume
1996-11-01,11.125000,11.350000,10.775000,10.850000,5.384294,4368000
1996-12-01,10.750000,11.050000,10.350000,10.750000,5.334669,9366500
1997-01-01,10.650000,11.350000,10.300000,10.900000,5.409107,12747500
1997-02-01,10.900000,11.275000,10.500000,10.850000,5.384294,9969000
1997-03-01,10.900000,11.650000,10.650000,11.525000,5.719261,6791500
1997-04-01,11.225000,12.925000,11.150000,12.100000,6.004604,16323500
1997-05-01,12.175000,14.250000,12.075000,12.325000,6.116262,7636000
1997-06-01,12.300000,13.671875,12.175000,13.300000,6.600102,8784000
1997-07-01,13.200000,14.100000,12.550000,12.700000,6.302354,15734500
1997-08-01,12.650000,13.100000,11.500000,11.725000,5.818511,12966500
1997-09-01,12.200000,14.300000,12.000000,13.875000,6.885444,12431500
1997-10-01,14.000000,14.750000,13.250000,14.300000,7.096352,16262000
1997-11-01,14.250000,15.950000,13.834375,14.900000,7.394100,5159500
1997-12-01,15.025000,15.200000,13.975000,15.025000,7.456132,11541000
1998-01-01,14.875000,16.125000,14.200000,15.800000,7.840723,8337500
1998-02-01,16.049999,18.225000,15.950000,17.475000,8.671939,8756500
1998-03-01,17.875000,19.450001,16.950001,19.200001,9.527966,5213500
1998-04-01,18.924999,19.900000,17.750000,19.350000,9.602407,4817500
1998-05-01,19.725000,21.900000,19.325001,21.200001,10.520462,516000
1998-06-01,21.299999,22.200001,20.500000,21.350000,10.594901,4500000
1998-07-01,21.500000,23.450001,20.200001,20.750000,10.297153,8358000
1998-08-01,20.275000,20.725000,17.400000,18.000000,8.932469,10933500
1998-09-01,17.900000,20.549999,17.650000,19.825001,9.838123,6296000
1998-10-01,19.200001,21.450001,17.200001,21.209375,10.525118,17212500
1998-11-01,21.700001,23.950001,18.049999,20.549999,10.197902,5021500
1998-12-01,20.200001,22.000000,19.200001,21.500000,10.669337,17404500
1999-01-01,22.299999,22.700001,18.049999,18.400000,9.130971,5801000
1999-02-01,18.500000,19.400000,17.400000,18.750000,9.304656,5217000
1999-03-01,18.450001,18.975000,16.950001,18.000000,8.932469,5009500
1999-04-01,18.000000,18.900000,16.100000,18.400000,9.130971,4019000
1999-05-01,18.549999,19.750000,14.262500,17.700001,8.783596,4247500
1999-06-01,18.225000,19.075001,15.475000,18.049999,8.957281,3983000
1999-07-01,18.450001,19.600000,14.875000,19.549999,9.701654,4520500
1999-08-01,19.500000,20.000000,19.193750,19.850000,9.850530,4750000
1999-09-01,19.850000,20.400000,18.450001,18.799999,9.329468,5613500
1999-10-01,18.799999,20.049999,18.500000,19.225000,9.540374,6002000
1999-11-01,19.150000,19.549999,17.799999,18.000000,8.932469,6069000
1999-12-01,18.225000,18.450001,17.106251,18.350000,9.106155,10218500
2000-01-01,18.299999,19.334375,14.400000,16.250000,8.064034,8920000
2000-02-01,16.400000,18.500000,13.300000,17.200001,8.535470,8898500
2000-03-01,17.100000,18.400000,14.100000,18.025000,8.944873,8473000
2000-04-01,18.100000,19.000000,16.450001,17.600000,8.733973,4875000
2000-05-01,17.600000,19.674999,14.025000,19.125000,9.490746,4021000
2000-06-01,19.200001,20.275000,18.299999,20.125000,9.986997,5484500
2000-07-01,20.049999,20.900000,19.174999,20.850000,10.346778,3109500
2000-08-01,20.650000,22.200001,20.049999,21.400000,10.619714,3694500
2000-09-01,21.950001,22.100000,20.299999,21.500000,10.669337,3513000
2000-10-01,21.799999,22.000000,19.400000,20.799999,10.321964,7744500
2000-11-01,20.900000,21.900000,20.450001,21.600000,10.718965,5713000
2000-12-01,22.100000,23.475000,19.600000,23.250000,11.537773,3437000
2001-01-01,23.400000,24.000000,19.975000,21.200001,10.520462,6069500
2001-02-01,21.225000,22.140625,20.299999,22.040625,10.937623,6762500
2001-03-01,21.850000,22.350000,19.000000,20.674999,10.259934,4160500
2001-04-01,20.450001,21.500000,20.200001,20.799999,10.485125,3558000
2001-05-01,20.750000,21.400000,20.250000,20.700001,10.434716,2995500
2001-06-01,20.525999,21.639999,20.500000,21.200001,10.686759,3171500
2001-07-01,21.440001,22.152000,20.520000,21.360001,10.767415,3017250
2001-08-01,21.600000,22.600000,20.452000,21.260000,10.717007,3228000
2001-09-01,20.600000,23.799999,16.600000,21.200001,10.686759,4007250
2001-10-01,20.700001,21.760000,19.100000,20.799999,10.485125,6496000
2001-11-01,21.379999,21.540001,20.252001,20.600000,10.384304,5372250
2001-12-01,20.459999,21.500000,19.799999,21.299999,10.737170,4052000
2002-01-01,21.320000,22.400000,16.959999,21.459999,10.817822,5438000
2002-02-01,21.652000,22.400000,20.639999,22.040001,11.110201,6503750
2002-03-01,22.040001,22.639999,20.900000,22.240000,11.211017,9742000
2002-04-01,22.500000,23.700001,22.040001,23.500000,11.846176,8302750
2002-05-01,23.900000,24.920000,23.100000,24.100000,12.357864,6750000
2002-06-01,24.200001,24.480000,22.200001,23.200001,11.896365,6649000
2002-07-01,23.260000,24.420000,18.559999,21.700001,11.127204,6549500
2002-08-01,21.400000,23.040001,20.400000,21.559999,11.055415,5445250
2002-09-01,20.600000,21.920000,20.280001,21.400000,10.973372,4698500
2002-10-01,21.680000,22.660000,20.200001,21.559999,11.055415,8732000
2002-11-01,21.639999,21.931999,20.120001,20.240000,10.378553,8494250
2002-12-01,20.480000,21.400000,19.860001,21.280001,10.911839,8156000
2003-01-01,21.260000,22.200001,19.615999,20.840000,10.686218,7826250
2003-02-01,20.719999,20.927999,16.664000,19.840000,10.173446,9338000
2003-03-01,19.900000,20.299999,17.760000,19.440001,9.968334,9009750
2003-04-01,19.900000,20.840000,19.440001,20.379999,10.735616,5319250
2003-05-01,20.379999,21.280001,20.000000,20.840000,10.977931,6090000
2003-06-01,20.959999,22.280001,19.900000,20.680000,10.893646,12299000
2003-07-01,20.520000,20.799999,19.320000,20.000000,10.535442,11062000
2003-08-01,20.100000,22.100000,19.879999,21.799999,11.483632,6823000
2003-09-01,21.740000,23.139999,21.139999,23.000000,12.115758,6587750
2003-10-01,23.260000,24.600000,21.959999,22.059999,11.620591,15573500
2003-11-01,22.059999,23.340000,21.600000,23.340000,12.294861,7033750
2003-12-01,23.340000,25.180000,20.200001,25.059999,13.200904,9510000
2004-01-01,25.080000,27.000000,22.000000,26.559999,13.991066,6582250
2004-02-01,26.360001,28.160000,26.080000,26.580000,14.001604,7716750
2004-03-01,26.440001,27.087999,24.799999,25.480000,13.422153,9352000
2004-04-01,25.820000,27.544001,24.840000,25.440001,13.401084,10859250
2004-05-01,25.420000,30.000000,25.080000,26.139999,14.075770,10340750
2004-06-01,26.040001,27.320000,25.760000,26.840000,14.452702,9853250
2004-07-01,26.879999,27.600000,25.379999,25.600000,13.784991,7828250
2004-08-01,25.540001,25.879999,23.180000,23.780001,12.804964,9205000
2004-09-01,24.059999,24.120001,20.080000,23.020000,12.395722,13569250
2004-10-01,22.940001,23.980000,22.219999,23.719999,12.772659,7154250
2004-11-01,23.980000,26.500000,23.504000,25.620001,13.795762,6375000
2004-12-01,25.639999,26.700001,24.252001,26.400000,14.215773,7453750
2005-01-01,26.139999,27.580000,25.219999,26.340000,14.183465,7202250
2005-02-01,26.299999,27.959999,24.000000,27.780001,14.958874,5903250
2005-03-01,28.100000,28.580000,26.612000,27.360001,14.732711,7758750
2005-04-01,27.100000,27.480000,26.000000,26.240000,14.129621,10420500
2005-05-01,26.600000,27.160000,26.219999,26.320000,14.528960,6239250
2005-06-01,26.480000,27.180000,25.459999,25.535999,14.096182,6993000
2005-07-01,25.379999,27.639999,24.920000,27.379999,15.114089,7638000
2005-08-01,27.639999,29.764000,26.780001,28.139999,15.533619,7476000
2005-09-01,28.680000,29.520000,28.356001,29.400000,16.229156,16958500
2005-10-01,29.559999,30.320000,28.087999,29.840000,16.472040,12700750
2005-11-01,29.959999,30.600000,29.040001,29.520000,16.295397,9027750
2005-12-01,29.820000,30.700001,29.299999,29.900000,16.505163,8686500
2006-01-01,30.780001,31.400000,29.139999,29.360001,16.207073,9712000
2006-02-01,29.120001,33.119999,28.708000,29.480000,16.273319,8189750
2006-03-01,29.260000,30.280001,28.680000,28.959999,15.986270,11111750
2006-04-01,28.840000,30.639999,28.760000,30.580000,17.284573,8124000
2006-05-01,30.540001,31.379999,29.200001,29.940001,16.922834,7859500
2006-06-01,29.820000,31.360001,28.740000,31.160000,17.612404,10291750
2006-07-01,31.219999,32.880001,30.760000,32.639999,18.448938,6815250
2006-08-01,32.639999,34.680000,29.480000,34.360001,19.421124,7916000
2006-09-01,34.660000,35.240002,33.200001,35.080002,19.828085,7747000
2006-10-01,35.240002,35.520000,33.220001,34.320000,19.398514,11104500
2006-11-01,34.400002,36.200001,34.119999,35.599998,20.122004,10624000
2006-12-01,35.619999,36.419998,35.099998,35.599998,20.122004,6780250
2007-01-01,35.259998,36.980000,34.419998,36.959999,20.890709,11191750
2007-02-01,37.080002,39.599998,36.080002,37.340000,21.105492,9416250
2007-03-01,37.560001,39.439999,37.200001,38.860001,21.964634,7768250
2007-04-01,38.980000,40.360001,36.000000,39.740002,22.462034,10484250
2007-05-01,39.439999,40.220001,37.936001,38.980000,22.519609,8328750
2007-06-01,39.160000,39.500000,31.200001,38.259998,22.103651,9445500
2007-07-01,38.692001,40.360001,37.200001,38.599998,22.300083,10523250
2007-08-01,38.639999,43.680000,36.799999,43.680000,25.234909,16444000
2007-09-01,43.119999,45.380001,42.299999,44.759998,25.858849,8729750
2007-10-01,44.759998,46.759998,42.868000,46.200001,26.690771,11294000
2007-11-01,45.796001,50.000000,45.439999,47.759998,27.592012,10151750
2007-12-01,47.660000,48.419998,44.340000,45.799999,26.459679,10795750
2008-01-01,45.779999,47.240002,40.000000,44.980000,25.985950,11762750
2008-02-01,45.700001,48.160000,38.000000,47.599998,27.499582,11412250
2008-03-01,47.160000,50.919998,44.000000,50.060001,28.920784,11390500
2008-04-01,50.464001,51.515999,47.220001,48.000000,27.730665,14265500
2008-05-01,47.759998,49.580002,47.200001,49.360001,29.219215,13528250
2008-06-01,49.919998,50.540001,44.080002,45.240002,26.780342,8642750
2008-07-01,45.520000,45.540001,41.900002,43.799999,25.927914,9341300
2008-08-01,43.730000,45.990002,43.650002,44.209999,26.170614,9391300
2008-09-01,44.169998,45.049999,38.220001,42.950001,25.424747,12765100
2008-10-01,43.200001,43.450001,33.509998,38.450001,22.760918,23277300
2008-11-01,39.150002,41.549999,33.299999,36.250000,21.458605,14932700
2008-12-01,36.049999,39.849998,33.549999,39.700001,23.500870,14841600
2009-01-01,39.750000,39.750000,34.070000,34.450001,20.393076,11337900
2009-02-01,34.049999,35.250000,31.100000,32.509998,19.244665,18973700
2009-03-01,31.600000,34.540001,29.120001,33.549999,19.860308,16310900
2009-04-01,33.400002,35.169998,31.549999,32.450001,19.209150,21261600
2009-05-01,32.599998,37.439999,32.400002,36.470001,22.417711,12500000
2009-06-01,36.799999,39.910000,35.270000,37.619999,23.124601,13300200
2009-07-01,38.299999,41.290001,37.419998,41.080002,25.251427,10555100
2009-08-01,40.669998,41.669998,38.500000,41.450001,25.478857,15477500
2009-09-01,41.110001,43.650002,40.310001,42.689999,26.241074,15101600
2009-10-01,42.230000,47.599998,41.599998,46.520000,28.595329,12368600
2009-11-01,47.080002,50.189999,45.810001,47.419998,29.148550,15602200
2009-12-01,48.380001,50.000000,47.099998,48.349998,29.720213,11795600
2010-01-01,49.450001,49.639999,46.750000,47.509998,29.203871,16396600
2010-02-01,47.650002,50.000000,44.430000,49.740002,30.574633,11564900
2010-03-01,49.689999,51.630001,47.000000,51.200001,31.472080,13714700
2010-04-01,51.349998,51.549999,47.220001,48.900002,30.058290,10819700
2010-05-01,48.689999,48.750000,43.360001,45.139999,28.596676,12612800
2010-06-01,45.139999,48.950001,38.900002,48.240002,30.560568,12559000
2010-07-01,48.500000,51.770000,46.750000,49.349998,31.263758,10089800
2010-08-01,49.750000,51.849998,48.250000,51.549999,32.657482,9517000
2010-09-01,52.450001,54.250000,49.990002,53.430000,33.848476,9686600
2010-10-01,53.570000,55.220001,53.150002,54.849998,34.748066,14639400
2010-11-01,54.570000,58.299999,54.049999,54.730000,34.672043,10508700
2010-12-01,54.750000,59.610001,54.630001,58.820000,37.263103,9019100
2011-01-01,59.150002,59.400002,53.490002,54.220001,34.348957,15266600
2011-02-01,55.139999,56.900002,52.700001,56.619999,35.869381,13235500
2011-03-01,56.820000,58.060001,53.250000,57.480000,36.414200,12567400
2011-04-01,56.810001,62.299999,52.720001,62.200001,39.404369,16678100
2011-05-01,62.369999,64.620003,60.500000,64.330002,42.075043,9411600
2011-06-01,65.199997,65.529999,61.000000,62.380001,40.799648,12233300
2011-07-01,61.990002,65.120003,61.500000,63.750000,41.695698,7380500
2011-08-01,64.599998,64.849998,59.720001,62.080002,40.603428,24302000
2011-09-01,62.509998,63.470001,52.849998,55.099998,36.038162,19936700
2011-10-01,54.900002,59.669998,53.480000,57.759998,37.777939,11754200
2011-11-01,56.480000,58.200001,53.900002,56.130001,36.711838,10290800
2011-12-01,56.680000,57.950001,53.900002,57.709999,37.745239,10457300
2012-01-01,57.990002,58.450001,55.599998,57.529999,37.627502,15078500
2012-02-01,58.200001,62.240002,57.369999,61.290001,40.086735,10694700
2012-03-01,61.349998,63.150002,60.000000,63.000000,41.205162,9038600
2012-04-01,62.700001,63.400002,60.139999,61.139999,39.988625,9468400
2012-05-01,61.380001,61.540001,56.459999,56.849998,38.467018,9900200
2012-06-01,56.360001,59.849998,55.500000,59.740002,40.422512,10467700
2012-07-01,59.599998,64.099998,58.200001,61.630001,41.701363,12828200
